#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-01-02T16:20:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5687f89e0b00	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJS/200/12/table6
#-nav=cat:J/ApJS/200/12&tab:{J/ApJS/200/12/table6}&key:source=J/ApJS/200/12/table6&HTTPPRM:&&-ref=VIZ5687f89e0b00&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=SN&-out=Filt&-out=MJD&-out=N&-out=sigPip&-out=sigPhot&-out=mag&-out=e_mag&-out=Per&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/200/12/table6
#-source=J/ApJS/200/12/table6
#-order=I
#-out=SN
#-out=Filt
#-out=MJD
#-out=N
#-out=sigPip
#-out=sigPhot
#-out=mag
#-out=e_mag
#-out=Per
#

#RESOURCE=yCat_22000012
#Name: J/ApJS/200/12
#Title: CfA4: light curves for 94 type Ia SNe (Hicken+, 2012)
#Table	J_ApJS_200_12_table6:
#Name: J/ApJS/200/12/table6
#Title: Standard system SN photometry
#Column	SN	(a14)	Supernova identifier	[ucd=meta.id;meta.main]
#Column	Filt	(A2)	Filter used in the observation (BUVi'r'u')	[ucd=instr.setup;obs]
#Column	MJD	(F11.5)	Modified Julian Date of observation	[ucd=time.epoch]
#Column	N	(I2)	Number of successful subtractions (1)	[ucd=meta.number]
#Column	sigPip	(F7.4)	Median pipeline-generated uncertainty (2)	[ucd=stat.error;phot.mag]
#Column	sigPhot	(F7.4)	Standard deviation of surviving photometry for that date	[ucd=stat.stdev;phot.mag]
#Column	mag	(F7.4)	Observed magnitude in Filter	[ucd=phot.mag]
#Column	e_mag	(F7.4)	Total uncertainty in mag (3)	[ucd=stat.error;phot.mag]
#Column	Per	(A3)	[one/two] Period the photometry belongs to (only for table 5) (4)	[ucd=meta.code]
SN|Filt|MJD|N|sigPip|sigPhot|mag|e_mag|Per
2007cc        |B |54234.29740| 2| 0.0335| 0.0615|17.6637| 0.0700|
2007cc        |B |54236.27803| 4| 0.0310| 0.0365|17.9675| 0.0479|
2007cc        |B |54237.27383| 4| 0.0340| 0.0706|18.0326| 0.0784|
2007cc        |B |54240.31375| 3| 0.0390| 0.1930|18.4388| 0.1969|
2007cc        |V |54226.28486| 3| 0.0250| 0.0358|16.5331| 0.0437|
2007cc        |V |54227.24877| 5| 0.0170| 0.0236|16.5348| 0.0291|
2007cc        |V |54236.27502| 5| 0.0230| 0.1106|17.0179| 0.1130|
2007cc        |V |54237.27083| 5| 0.0200| 0.0483|17.0901| 0.0523|
2007cc        |V |54240.31001| 4| 0.0235| 0.0519|17.2186| 0.0570|
2007cc        |r'|54226.28255| 4| 0.0210| 0.0124|16.5570| 0.0244|
2007cc        |r'|54227.24646| 5| 0.0170| 0.0084|16.6143| 0.0190|
2007cc        |r'|54232.24435| 4| 0.0270| 0.0212|16.8792| 0.0343|
2007cc        |r'|54234.29207| 5| 0.0220| 0.0336|16.9686| 0.0402|
2007cc        |r'|54236.27272| 4| 0.0210| 0.0170|16.8930| 0.0270|
2007cc        |r'|54237.26848| 4| 0.0195| 0.0223|16.9675| 0.0296|
2007cc        |r'|54240.30700| 4| 0.0200| 0.0554|16.9903| 0.0589|
2007cc        |i'|54226.28023| 3| 0.0370| 0.0633|17.0801| 0.0734|
2007cc        |i'|54227.24414| 3| 0.0290| 0.0477|17.1163| 0.0558|
2007cc        |i'|54232.24204| 4| 0.0410| 0.2015|17.6362| 0.2056|
2007cc        |i'|54234.28975| 4| 0.0825| 0.1121|17.6989| 0.1392|
2007cc        |i'|54236.27041| 4| 0.0385| 0.0891|17.3486| 0.0971|
2007cc        |i'|54237.26617| 4| 0.0380| 0.0781|17.3260| 0.0868|
2007cc        |i'|54240.30398| 3| 0.0340| 0.1054|17.4464| 0.1107|
2007cf        |B |54231.25920| 4| 0.0930| 0.0973|19.9325| 0.1346|
2007cf        |B |54232.30856| 8| 0.0995| 0.1384|19.9013| 0.1704|
2007cf        |B |54234.38967| 8| 0.1440| 0.1801|20.3775| 0.2306|
2007cf        |B |54236.37064| 4| 0.1380| 0.1562|20.5033| 0.2084|
2007cf        |B |54237.35485| 4| 0.1805| 0.1206|20.7153| 0.2171|
2007cf        |V |54231.25620| 5| 0.0400| 0.0456|18.4751| 0.0607|
2007cf        |V |54232.30554|10| 0.0500| 0.0487|18.6376| 0.0698|
2007cf        |V |54234.38666|10| 0.0525| 0.0679|18.9007| 0.0858|
2007cf        |V |54235.37951| 5| 0.1240| 0.0693|18.9185| 0.1420|
2007cf        |V |54236.36763| 5| 0.0580| 0.0711|19.0932| 0.0918|
2007cf        |V |54237.35185| 5| 0.0700| 0.0743|19.2202| 0.1021|
2007cf        |V |54239.39581| 5| 0.0610| 0.0811|19.2436| 0.1015|
2007cf        |V |54240.42958| 5| 0.0870| 0.1082|19.5759| 0.1388|
2007cf        |V |54244.42182| 5| 0.1020| 0.1547|19.9701| 0.1853|
2007cf        |V |54253.34126| 4| 0.1455| 0.1009|19.7933| 0.1771|
2007cf        |V |54254.39824| 4| 0.1585| 0.1062|19.7802| 0.1908|
2007cf        |V |54256.29733| 5| 0.1520| 0.2495|20.2591| 0.2921|
2007cf        |V |54259.31366| 5| 0.1460| 0.1952|20.5714| 0.2437|
2007cf        |r'|54231.25388| 4| 0.0365| 0.0298|18.2172| 0.0471|
2007cf        |r'|54232.30323|10| 0.0295| 0.0273|18.2421| 0.0402|
2007cf        |r'|54234.38434|10| 0.0340| 0.0215|18.4388| 0.0402|
2007cf        |r'|54235.37720| 5| 0.0610| 0.0741|18.5272| 0.0960|
2007cf        |r'|54236.36534| 5| 0.0340| 0.0154|18.6252| 0.0373|
2007cf        |r'|54237.34952| 5| 0.0350| 0.0276|18.7176| 0.0446|
2007cf        |r'|54239.39280| 5| 0.0400| 0.0230|18.8420| 0.0462|
2007cf        |r'|54240.42657| 5| 0.0450| 0.0286|18.9871| 0.0533|
2007cf        |r'|54244.41882| 5| 0.0580| 0.0913|19.3795| 0.1081|
2007cf        |r'|54252.37360| 5| 0.1060| 0.1136|19.6976| 0.1554|
2007cf        |r'|54253.35501| 7| 0.1260| 0.2783|19.8433| 0.3055|
2007cf        |r'|54254.39523| 4| 0.2000| 0.0756|20.0240| 0.2138|
2007cf        |r'|54256.29433| 5| 0.1100| 0.1810|20.1280| 0.2118|
2007cf        |r'|54259.31066| 5| 0.1090| 0.1452|20.2560| 0.1815|
2007cf        |i'|54231.25154| 6| 0.0450| 0.0523|18.2732| 0.0690|
2007cf        |i'|54232.30091|12| 0.0440| 0.0365|18.4145| 0.0572|
2007cf        |i'|54234.37684|11| 0.0560| 0.0363|18.4805| 0.0667|
2007cf        |i'|54235.37487| 6| 0.0960| 0.0719|18.6452| 0.1199|
2007cf        |i'|54236.36302| 6| 0.0415| 0.0452|18.5759| 0.0614|
2007cf        |i'|54237.34721| 6| 0.0655| 0.0935|18.6755| 0.1141|
2007cf        |i'|54239.38978| 6| 0.0475| 0.0334|18.7540| 0.0581|
2007cf        |i'|54240.42355| 6| 0.0455| 0.0500|18.8099| 0.0676|
2007cf        |i'|54244.41579| 6| 0.0610| 0.0595|19.2626| 0.0852|
2007cf        |i'|54252.37058| 6| 0.1060| 0.0528|19.5120| 0.1184|
2007cf        |i'|54253.34827| 9| 0.1580| 0.1114|19.9161| 0.1933|
2007cf        |i'|54254.39221| 5| 0.1460| 0.0793|19.7809| 0.1662|
2007cf        |i'|54256.29131| 6| 0.1115| 0.0847|19.8434| 0.1401|
2007cf        |i'|54259.30766| 6| 0.1180| 0.1429|19.9608| 0.1853|
2007cn        |B |54251.44181| 5| 0.1960| 0.4053|19.5105| 0.4502|
2007cn        |V |54251.43099|17| 0.0590| 0.1080|18.6756| 0.1231|
2007cn        |V |54252.45754|11| 0.0700| 0.0811|18.8040| 0.1071|
2007cn        |V |54253.44641|22| 0.0675| 0.0927|18.8499| 0.1147|
2007cn        |V |54259.43608|11| 0.0720| 0.1021|19.0659| 0.1249|
2007cn        |V |54265.39146|11| 0.0580| 0.0747|19.0406| 0.0945|
2007cn        |V |54266.41896|11| 0.0630| 0.0887|19.1161| 0.1088|
2007cn        |V |54267.42661|11| 0.0680| 0.1013|19.1558| 0.1220|
2007cn        |V |54277.41821|22| 0.0760| 0.1002|19.2438| 0.1257|
2007cn        |V |54284.29233| 3| 0.2440| 0.4153|19.3454| 0.4817|
2007cn        |V |54292.34245|11| 0.1080| 0.1353|19.3794| 0.1731|
2007cn        |r'|54251.41978|14| 0.0545| 0.0800|18.7910| 0.0968|
2007cn        |r'|54252.45453|13| 0.0490| 0.0572|18.7403| 0.0753|
2007cn        |r'|54253.44339|26| 0.0515| 0.0916|18.7661| 0.1051|
2007cn        |r'|54259.43308|12| 0.0690| 0.1135|19.0454| 0.1328|
2007cn        |r'|54265.38844|13| 0.0570| 0.1017|18.9142| 0.1166|
2007cn        |r'|54266.41595|13| 0.0640| 0.0995|19.1030| 0.1183|
2007cn        |r'|54267.42359|12| 0.0615| 0.0698|18.9615| 0.0930|
2007cn        |r'|54277.41690|24| 0.0780| 0.1286|19.3126| 0.1504|
2007cn        |r'|54282.35016|10| 0.1015| 0.1336|19.3375| 0.1678|
2007cn        |r'|54292.33944|12| 0.0965| 0.1536|19.5184| 0.1814|
2007cn        |r'|54311.39558| 1| 0.2710| 0.0973|19.6248| 0.2879|
2007cn        |i'|54251.43099|14| 0.1075| 0.1135|19.0616| 0.1564|
2007cn        |i'|54252.45150| 7| 0.0950| 0.0973|19.2931| 0.1360|
2007cn        |i'|54253.43919|13| 0.0960| 0.1411|19.1374| 0.1707|
2007cn        |i'|54259.43007| 7| 0.1020| 0.1298|19.3034| 0.1651|
2007cn        |i'|54265.38543| 7| 0.0930| 0.1561|19.1909| 0.1817|
2007cn        |i'|54266.41294| 4| 0.1260| 0.1875|19.4765| 0.2259|
2007cn        |i'|54267.42058| 7| 0.1090| 0.1315|19.3287| 0.1708|
2007cn        |i'|54277.41377|13| 0.1350| 0.1561|19.5065| 0.2064|
2007cn        |i'|54282.34715| 7| 0.1300| 0.1370|19.3583| 0.1889|
2007cn        |i'|54292.33645| 7| 0.1230| 0.2555|19.6187| 0.2836|
2007cs        |U |54278.35009| 8| 0.2255| 0.2719|19.3200| 0.3532|
2007cs        |U |54282.40255| 2| 0.1815| 0.0813|19.0250| 0.1989|
2007cs        |U |54284.43244| 3| 0.2890| 0.3059|19.1070| 0.4208|
2007cs        |U |54292.42485| 7| 0.1740| 0.2335|19.3787| 0.2912|
2007cs        |U |54297.47516| 1| 0.3230| 0.2745|19.8196| 0.4239|
2007cs        |B |54278.34705| 8| 0.0430| 0.0256|18.2555| 0.0500|
2007cs        |B |54282.39949| 2| 0.0635| 0.0233|18.3477| 0.0677|
2007cs        |B |54284.41962| 3| 0.0680| 0.2474|18.4427| 0.2565|
2007cs        |B |54292.42181| 8| 0.0625| 0.0476|19.0741| 0.0786|
2007cs        |B |54297.47211| 8| 0.0500| 0.0452|19.0426| 0.0674|
2007cs        |B |54346.48370|16| 0.1850| 0.2100|19.9997| 0.2799|
2007cs        |B |54348.29366|16| 0.0835| 0.1147|19.8757| 0.1418|
2007cs        |B |54350.37404|16| 0.1020| 0.1729|20.0299| 0.2007|
2007cs        |B |54351.44426|32| 0.0855| 0.1165|19.9397| 0.1445|
2007cs        |B |54352.35778|16| 0.0870| 0.1423|19.9642| 0.1668|
2007cs        |B |54353.34499|16| 0.0925| 0.1370|19.9896| 0.1653|
2007cs        |B |54361.43147|16| 0.1040| 0.1728|20.0261| 0.2017|
2007cs        |B |54363.25004|16| 0.1065| 0.2256|20.1491| 0.2494|
2007cs        |B |54379.27277|16| 0.1685| 0.1670|20.6152| 0.2372|
2007cs        |B |54383.24186|16| 0.1360| 0.1606|20.4367| 0.2105|
2007cs        |B |54402.16549| 7| 0.3060| 0.2067|21.2629| 0.3693|
2007cs        |V |54278.34472|12| 0.0185| 0.0143|16.7679| 0.0234|
2007cs        |V |54282.39716|12| 0.0195| 0.0226|16.9715| 0.0298|
2007cs        |V |54284.41731|18| 0.0245| 0.0318|17.0128| 0.0402|
2007cs        |V |54292.41949|12| 0.0260| 0.0235|17.4676| 0.0351|
2007cs        |V |54297.46980|12| 0.0230| 0.0205|17.6465| 0.0308|
2007cs        |V |54345.41598| 1| 0.0510| 0.0607|18.5497| 0.0793|
2007cs        |V |54346.47813|12| 0.0665| 0.0650|18.6644| 0.0930|
2007cs        |V |54348.28809|12| 0.0435| 0.0509|18.7729| 0.0670|
2007cs        |V |54350.36846|12| 0.0420| 0.0611|18.8173| 0.0741|
2007cs        |V |54351.43872|24| 0.0490| 0.0641|18.8486| 0.0807|
2007cs        |V |54352.35221|12| 0.0470| 0.0525|18.8204| 0.0705|
2007cs        |V |54353.33942|12| 0.0480| 0.0588|18.8259| 0.0759|
2007cs        |V |54361.42590|12| 0.0630| 0.0772|19.0416| 0.0996|
2007cs        |V |54363.24447|12| 0.0620| 0.0797|19.0177| 0.1010|
2007cs        |V |54370.34076|12| 0.0885| 0.0457|19.1333| 0.0996|
2007cs        |V |54372.38631| 5| 0.1260| 0.0233|19.1193| 0.1281|
2007cs        |V |54379.26721|12| 0.0995| 0.1237|19.4919| 0.1587|
2007cs        |V |54383.23626|12| 0.0860| 0.1212|19.5140| 0.1486|
2007cs        |V |54402.15966|12| 0.1340| 0.1278|19.7872| 0.1851|
2007cs        |r'|54278.34310|10| 0.0160| 0.0147|16.4001| 0.0217|
2007cs        |r'|54282.39554|10| 0.0160| 0.0080|16.5189| 0.0179|
2007cs        |r'|54284.41157|19| 0.0180| 0.0214|16.6112| 0.0279|
2007cs        |r'|54292.41788|10| 0.0185| 0.0101|16.9912| 0.0211|
2007cs        |r'|54297.46818|10| 0.0185| 0.0137|17.1949| 0.0230|
2007cs        |r'|54346.47512| 1| 0.0480| 0.0534|18.5189| 0.0718|
2007cs        |r'|54348.28507|10| 0.0335| 0.0379|18.6067| 0.0506|
2007cs        |r'|54350.36545|10| 0.0350| 0.0491|18.6544| 0.0603|
2007cs        |r'|54351.43398|19| 0.0340| 0.0761|18.6773| 0.0833|
2007cs        |r'|54352.34920|10| 0.0375| 0.0441|18.7315| 0.0579|
2007cs        |r'|54353.33641|10| 0.0365| 0.0531|18.7052| 0.0644|
2007cs        |r'|54361.42287|10| 0.0515| 0.0805|19.0482| 0.0955|
2007cs        |r'|54363.24146|10| 0.0470| 0.0600|18.9157| 0.0762|
2007cs        |r'|54370.33776| 5| 0.0780| 0.0846|19.1043| 0.1151|
2007cs        |r'|54372.38330| 1| 0.0910| 0.0738|19.0707| 0.1172|
2007cs        |r'|54379.26420|10| 0.0755| 0.0854|19.1942| 0.1140|
2007cs        |r'|54383.23325|10| 0.0755| 0.1016|19.5094| 0.1266|
2007cs        |r'|54402.15664|10| 0.1140| 0.1916|19.9684| 0.2229|
2007cs        |i'|54278.34147|11| 0.0190| 0.0094|16.5035| 0.0212|
2007cs        |i'|54282.39392|11| 0.0190| 0.0107|16.5197| 0.0218|
2007cs        |i'|54284.40996|19| 0.0200| 0.0295|16.5770| 0.0356|
2007cs        |i'|54292.41627|11| 0.0200| 0.0197|16.8412| 0.0281|
2007cs        |i'|54297.46656|11| 0.0250| 0.0154|17.0604| 0.0293|
2007cs        |i'|54348.28206|11| 0.0410| 0.0607|18.5314| 0.0732|
2007cs        |i'|54350.36243|11| 0.0450| 0.0609|18.6050| 0.0757|
2007cs        |i'|54351.43269|22| 0.0435| 0.0768|18.6565| 0.0882|
2007cs        |i'|54352.34619|11| 0.0490| 0.0573|18.7162| 0.0754|
2007cs        |i'|54353.33341|11| 0.0450| 0.0709|18.6220| 0.0840|
2007cs        |i'|54361.41985|11| 0.0610| 0.0608|18.9186| 0.0861|
2007cs        |i'|54363.23844|11| 0.0620| 0.0735|18.9418| 0.0961|
2007cs        |i'|54370.33475| 7| 0.0970| 0.1054|19.2914| 0.1432|
2007cs        |i'|54379.26118|11| 0.1170| 0.1174|19.3163| 0.1657|
2007cs        |i'|54383.23026|11| 0.0860| 0.0955|19.4174| 0.1285|
2007cs        |i'|54402.15363|10| 0.1630| 0.1631|20.0468| 0.2306|
2007ev        |B |54288.45054| 3| 0.1220| 0.0050|18.4749| 0.1221|
2007ev        |B |54292.41107| 5| 0.0540| 0.0561|19.2988| 0.0778|
2007ev        |V |54284.41448| 5| 0.0470| 0.0422|18.3529| 0.0631|
2007ev        |V |54288.44751| 6| 0.0525| 0.0082|18.3071| 0.0531|
2007ev        |V |54292.40804| 6| 0.0435| 0.0318|18.5225| 0.0539|
2007ev        |V |54311.32104| 6| 0.1320| 0.0536|19.3441| 0.1424|
2007ev        |V |54313.40612| 5| 0.1660| 0.0719|19.3834| 0.1809|
2007ev        |r'|54284.41215| 6| 0.0400| 0.0189|18.0665| 0.0442|
2007ev        |r'|54288.44518| 5| 0.0710| 0.0284|18.2575| 0.0765|
2007ev        |r'|54292.40574| 6| 0.0340| 0.0293|18.3844| 0.0449|
2007ev        |r'|54310.42756| 5| 0.0780| 0.1178|18.6664| 0.1413|
2007ev        |r'|54311.31870| 5| 0.0720| 0.0335|18.9356| 0.0794|
2007ev        |r'|54312.46828| 6| 0.0975| 0.1112|19.0867| 0.1479|
2007ev        |r'|54313.40380| 2| 0.1290| 0.1393|19.0994| 0.1899|
2007ev        |i'|54284.40985| 5| 0.0620| 0.0664|18.6750| 0.0908|
2007ev        |i'|54288.44288| 5| 0.0740| 0.0573|18.6780| 0.0936|
2007ev        |i'|54292.40343| 5| 0.0670| 0.0223|18.9838| 0.0706|
2007ev        |i'|54310.42524| 4| 0.1810| 0.1118|19.0242| 0.2127|
2007ev        |i'|54311.31638| 5| 0.1020| 0.0695|19.2269| 0.1234|
2007ev        |i'|54312.46648| 8| 0.1485| 0.2743|19.2919| 0.3119|
2007ev        |i'|54313.40148| 3| 0.0900| 0.0775|18.9513| 0.1188|
2007fb        |U |54292.43893| 4| 0.0225| 0.0493|15.9519| 0.0542|
2007fb        |U |54297.46132| 4| 0.0255| 0.0469|16.5530| 0.0534|
2007fb        |U |54300.41969| 4| 0.0295| 0.0489|16.9774| 0.0571|
2007fb        |U |54310.46183| 4| 0.1175| 0.1796|18.3955| 0.2146|
2007fb        |U |54312.45728| 2| 0.1390| 0.1952|18.4328| 0.2396|
2007fb        |U |54313.44333| 1| 0.1640| 0.1423|18.5205| 0.2171|
2007fb        |B |54288.46248| 1| 0.0290| 0.0120|15.7412| 0.0314|
2007fb        |B |54292.43589| 6| 0.0150| 0.0146|15.9394| 0.0209|
2007fb        |B |54297.45825| 6| 0.0155| 0.0154|16.3817| 0.0218|
2007fb        |B |54298.45426| 6| 0.0240| 0.0172|16.4628| 0.0295|
2007fb        |B |54300.41663| 6| 0.0165| 0.0103|16.7900| 0.0194|
2007fb        |B |54310.46203| 8| 0.0505| 0.0660|18.0618| 0.0831|
2007fb        |B |54312.45423| 2| 0.0490| 0.0339|18.0290| 0.0596|
2007fb        |B |54346.44677|12| 0.1635| 0.1568|19.5668| 0.2265|
2007fb        |B |54348.35328|12| 0.0685| 0.0800|19.4110| 0.1053|
2007fb        |B |54350.39250|11| 0.0880| 0.2247|19.5099| 0.2414|
2007fb        |B |54351.39107|12| 0.0700| 0.0616|19.5226| 0.0933|
2007fb        |B |54352.22445|21| 0.1250| 0.1717|19.5463| 0.2124|
2007fb        |B |54353.39106|24| 0.0710| 0.0878|19.5057| 0.1129|
2007fb        |B |54354.32421|12| 0.0845| 0.1257|19.6038| 0.1515|
2007fb        |B |54355.34716|12| 0.0735| 0.0797|19.5439| 0.1084|
2007fb        |B |54357.34944|12| 0.0950| 0.0978|19.6627| 0.1363|
2007fb        |B |54361.36901|11| 0.0960| 0.1209|19.7030| 0.1544|
2007fb        |B |54363.26793|12| 0.0885| 0.1490|19.7238| 0.1733|
2007fb        |B |54372.42661| 2| 0.2950| 0.0403|19.5455| 0.2977|
2007fb        |B |54375.36789|12| 0.1020| 0.1554|19.7016| 0.1859|
2007fb        |B |54377.28343|12| 0.0915| 0.0986|19.8255| 0.1345|
2007fb        |B |54379.29582|10| 0.1705| 0.1686|19.4273| 0.2398|
2007fb        |B |54394.22292|12| 0.1740| 0.2108|20.1378| 0.2733|
2007fb        |B |54401.33428| 5| 0.2300| 0.1571|19.9373| 0.2785|
2007fb        |B |54404.20403|11| 0.1790| 0.2392|20.5132| 0.2988|
2007fb        |B |54406.17875|12| 0.1535| 0.1412|20.3660| 0.2086|
2007fb        |B |54407.29374|11| 0.1940| 0.2124|20.5876| 0.2877|
2007fb        |B |54408.15921|12| 0.1715| 0.1224|20.4730| 0.2107|
2007fb        |V |54292.43359| 7| 0.0150| 0.0052|15.7834| 0.0159|
2007fb        |V |54297.45591| 7| 0.0150| 0.0048|16.0820| 0.0157|
2007fb        |V |54298.45193| 2| 0.0620| 0.0028|16.1497| 0.0621|
2007fb        |V |54300.41433| 7| 0.0160| 0.0081|16.2832| 0.0179|
2007fb        |V |54310.45970|14| 0.0245| 0.0116|17.0203| 0.0271|
2007fb        |V |54311.46714| 6| 0.0670| 0.0559|17.2260| 0.0873|
2007fb        |V |54312.45190| 7| 0.0280| 0.0176|17.2059| 0.0331|
2007fb        |V |54346.44119| 7| 0.0550| 0.0421|18.5800| 0.0692|
2007fb        |V |54348.34772| 7| 0.0410| 0.0387|18.5981| 0.0564|
2007fb        |V |54350.38713| 7| 0.0460| 0.0300|18.7514| 0.0549|
2007fb        |V |54351.38552| 5| 0.0430| 0.0387|18.6968| 0.0579|
2007fb        |V |54352.22685| 7| 0.0530| 0.0387|18.6952| 0.0656|
2007fb        |V |54353.38549|14| 0.0435| 0.0394|18.7192| 0.0587|
2007fb        |V |54354.31866| 7| 0.0510| 0.0468|18.8474| 0.0692|
2007fb        |V |54355.34161| 7| 0.0510| 0.0364|18.8171| 0.0627|
2007fb        |V |54357.34387| 7| 0.0520| 0.0451|18.8778| 0.0689|
2007fb        |V |54361.36361| 7| 0.0520| 0.0473|18.9229| 0.0703|
2007fb        |V |54363.26237| 7| 0.0570| 0.0509|18.9684| 0.0764|
2007fb        |V |54368.18065| 6| 0.0965| 0.0662|18.9797| 0.1170|
2007fb        |V |54372.41920| 3| 0.1550| 0.0816|19.3556| 0.1752|
2007fb        |V |54375.36233| 7| 0.0860| 0.0932|19.4256| 0.1268|
2007fb        |V |54377.27788| 7| 0.0820| 0.0750|19.5199| 0.1112|
2007fb        |V |54379.28988| 7| 0.0900| 0.1217|19.3179| 0.1513|
2007fb        |V |54394.21737| 7| 0.1190| 0.1852|19.7827| 0.2201|
2007fb        |V |54401.32910| 7| 0.1000| 0.0769|19.5037| 0.1261|
2007fb        |V |54406.17318| 7| 0.1190| 0.1472|19.9329| 0.1893|
2007fb        |V |54407.28833| 7| 0.1440| 0.1224|20.1529| 0.1890|
2007fb        |V |54408.15367| 7| 0.1460| 0.1590|20.1361| 0.2159|
2007fb        |V |54415.17274| 7| 0.1620| 0.1710|20.2949| 0.2355|
2007fb        |r'|54292.43198| 9| 0.0150| 0.0074|15.7918| 0.0167|
2007fb        |r'|54297.45428| 9| 0.0170| 0.0092|16.2196| 0.0193|
2007fb        |r'|54300.41271| 9| 0.0170| 0.0106|16.4012| 0.0200|
2007fb        |r'|54310.45808|18| 0.0190| 0.0187|16.7189| 0.0267|
2007fb        |r'|54311.46552| 7| 0.0290| 0.0253|16.7673| 0.0385|
2007fb        |r'|54312.45028| 9| 0.0210| 0.0109|16.8914| 0.0237|
2007fb        |r'|54313.43635| 1| 0.0310| 0.0169|16.9466| 0.0353|
2007fb        |r'|54346.43818| 2| 0.0570| 0.0665|18.5389| 0.0876|
2007fb        |r'|54348.34471| 9| 0.0330| 0.0470|18.5784| 0.0574|
2007fb        |r'|54350.38411| 9| 0.0350| 0.0421|18.5913| 0.0547|
2007fb        |r'|54351.38251| 9| 0.0350| 0.0410|18.6313| 0.0539|
2007fb        |r'|54352.22385| 9| 0.0480| 0.0320|18.5866| 0.0577|
2007fb        |r'|54353.38085|17| 0.0390| 0.0455|18.7683| 0.0599|
2007fb        |r'|54354.31564| 9| 0.0380| 0.0530|18.7641| 0.0653|
2007fb        |r'|54355.33860| 9| 0.0410| 0.0543|18.8227| 0.0680|
2007fb        |r'|54357.34083| 9| 0.0430| 0.0557|18.8852| 0.0704|
2007fb        |r'|54361.36061| 9| 0.0540| 0.0648|19.1288| 0.0843|
2007fb        |r'|54363.25938| 9| 0.0480| 0.0533|19.0405| 0.0717|
2007fb        |r'|54372.41619| 2| 0.1695| 0.0919|19.4248| 0.1928|
2007fb        |r'|54375.35929| 9| 0.0720| 0.0651|19.5314| 0.0971|
2007fb        |r'|54377.27486| 9| 0.0760| 0.0998|19.5798| 0.1255|
2007fb        |r'|54394.21436| 9| 0.1750| 0.2750|20.4154| 0.3260|
2007fb        |r'|54401.32609| 8| 0.1655| 0.2192|20.1567| 0.2746|
2007fb        |r'|54404.19564| 6| 0.2300| 0.1896|20.7546| 0.2981|
2007fb        |r'|54406.17017| 8| 0.1845| 0.1522|20.5928| 0.2392|
2007fb        |r'|54407.28531| 8| 0.2060| 0.2432|20.7580| 0.3187|
2007fb        |r'|54408.15065| 8| 0.2100| 0.2375|20.6711| 0.3170|
2007fb        |r'|54415.16972| 3| 0.2360| 0.1684|21.2393| 0.2899|
2007fb        |i'|54292.43036| 7| 0.0180| 0.0112|16.3642| 0.0212|
2007fb        |i'|54297.45267| 7| 0.0200| 0.0192|16.9283| 0.0278|
2007fb        |i'|54298.44871| 7| 0.0440| 0.0263|17.0077| 0.0513|
2007fb        |i'|54300.41108| 7| 0.0210| 0.0178|16.9993| 0.0275|
2007fb        |i'|54310.45646|14| 0.0220| 0.0271|16.7604| 0.0349|
2007fb        |i'|54311.46389| 1| 0.0460| 0.0177|16.8946| 0.0493|
2007fb        |i'|54312.44866| 6| 0.0230| 0.0157|16.8340| 0.0279|
2007fb        |i'|54348.34168| 7| 0.0420| 0.0652|18.7033| 0.0776|
2007fb        |i'|54350.38109| 7| 0.0510| 0.0679|18.7883| 0.0849|
2007fb        |i'|54351.37949| 6| 0.0475| 0.0350|18.7635| 0.0590|
2007fb        |i'|54352.22086| 4| 0.0750| 0.0747|18.6988| 0.1058|
2007fb        |i'|54353.37483|12| 0.0545| 0.0680|18.8904| 0.0871|
2007fb        |i'|54354.31260| 7| 0.0590| 0.0588|18.8922| 0.0833|
2007fb        |i'|54355.33559| 7| 0.0560| 0.0572|18.9899| 0.0801|
2007fb        |i'|54357.33781| 7| 0.0690| 0.0865|19.2428| 0.1107|
2007fb        |i'|54361.35759| 7| 0.0750| 0.0773|19.2020| 0.1077|
2007fb        |i'|54363.25634| 7| 0.0790| 0.0641|19.2515| 0.1017|
2007fb        |i'|54368.17463| 6| 0.1775| 0.0809|19.6834| 0.1951|
2007fb        |i'|54372.41317| 1| 0.3070| 0.1268|20.0702| 0.3322|
2007fb        |i'|54375.35627| 7| 0.1070| 0.1255|19.6059| 0.1649|
2007fb        |i'|54377.27184| 7| 0.1150| 0.1283|19.5937| 0.1723|
2007fb        |i'|54379.28384| 7| 0.1080| 0.1024|19.5848| 0.1488|
2007fb        |i'|54394.21134| 7| 0.1370| 0.1793|19.9961| 0.2257|
2007fb        |i'|54401.32308| 4| 0.2545| 0.2894|20.6808| 0.3854|
2007fb        |i'|54402.20595| 7| 0.1800| 0.2272|20.2574| 0.2899|
